split,filename,classe,pixel_mean,pixel_std,lum_interieur_masque,lum_exterieur_masque,surface_masque,variance_laplacien
train,Normal-3063.png,Normal,43.7755,64.6072,140.7439,10.9187,0.253084,2296.7551
train,Normal-3064.png,Normal,40.8872,62.8749,138.7456,10.8938,0.234595,1972.2926
train,Normal-3065.png,Normal,39.1385,62.7039,142.045,10.8777,0.215456,2158.4387
train,Normal-3066.png,Normal,45.8706,67.503,140.5525,10.8597,0.269952,2814.0952
train,Normal-3067.png,Normal,46.3053,67.4294,140.0638,10.8259,0.274527,2539.4749
train,Normal-307.png,Normal,48.3088,68.2992,135.4793,10.8131,0.300768,2503.4003
train,Normal-3071.png,Normal,46.165,66.2891,140.107,10.8036,0.273476,2214.9815
train,Normal-3072.png,Normal,48.6938,68.8114,142.0019,10.8369,0.288621,2485.8517
train,Normal-3073.png,Normal,35.6558,58.7537,139.9879,10.8854,0.191866,1865.6557
train,Normal-3074.png,Normal,43.8037,64.7467,144.5236,10.8965,0.246261,2118.1241
train,Normal-3075.png,Normal,40.405,61.8476,142.1637,10.9024,0.224763,1981.9038
train,Normal-3077.png,Normal,50.2832,70.5674,143.2158,10.8532,0.297894,2428.022
train,Normal-3078.png,Normal,48.1869,67.7192,139.0217,10.8415,0.29135,2222.7074
train,Normal-3079.png,Normal,54.0444,71.9164,140.8361,10.8041,0.332535,2690.8665
train,Normal-3080.png,Normal,40.857,63.0566,139.9664,10.8558,0.232369,2024.1865
train,Normal-3081.png,Normal,51.5405,69.961,139.3213,10.856,0.316697,2595.5927
train,Normal-3082.png,Normal,44.5952,65.0559,139.8305,10.8578,0.261585,2150.9292
train,Normal-3084.png,Normal,31.8514,54.3253,133.1849,10.8774,0.171486,1812.2044
train,Normal-3085.png,Normal,49.2117,68.8553,140.8534,10.8575,0.295041,2321.5856
train,Normal-3086.png,Normal,42.5379,65.018,139.0558,10.8533,0.247145,2340.064
train,Normal-3087.png,Normal,39.9256,62.7203,144.0061,10.9021,0.218051,2184.4657
train,Normal-3088.png,Normal,32.4814,55.6491,140.3588,10.9062,0.166665,1721.9526
train,Normal-3090.png,Normal,49.798,69.0705,139.9742,10.8028,0.301887,2236.4908
train,Normal-3091.png,Normal,40.3934,62.2178,145.1675,10.9173,0.219561,2225.7777
train,Normal-3092.png,Normal,50.9604,69.3552,138.0277,10.8211,0.315545,2485.3321
train,Normal-3094.png,Normal,62.2301,75.4147,138.3727,10.7627,0.403318,2886.7727
train,Normal-3096.png,Normal,63.6932,76.4337,138.7067,10.7388,0.41381,3041.4701
train,Normal-3098.png,Normal,48.993,68.2059,137.3368,10.8246,0.301697,2491.1827
train,Normal-3099.png,Normal,48.6864,68.7679,139.5343,10.887,0.293822,2451.7149
train,Normal-31.png,Normal,50.4083,69.9635,138.8799,10.8517,0.308967,2460.132
train,Normal-310.png,Normal,43.3104,65.4592,136.5979,10.8838,0.257939,2244.3452
train,Normal-3101.png,Normal,43.8759,65.6835,138.817,10.8475,0.258096,2550.4769
train,Normal-3102.png,Normal,46.0897,66.585,140.8649,10.8909,0.270814,2355.2254
train,Normal-3103.png,Normal,51.3094,69.9122,142.7942,10.85,0.306641,2791.8438
train,Normal-3104.png,Normal,48.7321,68.2116,137.4163,10.8708,0.299191,2436.3055
train,Normal-3105.png,Normal,37.0699,60.2938,142.1561,10.8923,0.199427,2000.9549
train,Normal-3106.png,Normal,52.4518,70.7266,139.2444,10.8145,0.324202,2660.5831
train,Normal-3107.png,Normal,41.9733,63.0427,143.7304,10.9112,0.233868,2087.7817
train,Normal-3108.png,Normal,45.1897,65.2663,141.5936,10.8521,0.262637,2130.9193
train,Normal-311.png,Normal,37.6952,60.7044,137.0137,10.8909,0.212526,1998.5643
train,Normal-3110.png,Normal,44.636,65.9961,143.8104,10.8706,0.25399,2110.7539
train,Normal-3112.png,Normal,42.9313,64.8514,140.7286,10.8807,0.246832,2221.8606
train,Normal-3113.png,Normal,43.2629,65.2789,141.1613,10.8463,0.248756,2440.4358
train,Normal-3114.png,Normal,49.2386,69.1136,141.2614,10.8449,0.294393,2407.909
train,Normal-3115.png,Normal,35.7198,58.627,143.6549,10.9299,0.186776,1453.7787
train,Normal-3116.png,Normal,47.6854,67.7369,142.0107,10.8551,0.280813,2416.2109
train,Normal-3119.png,Normal,51.9675,70.3549,141.7904,10.8018,0.314269,2256.3397
train,Normal-312.png,Normal,32.3863,55.1624,136.1419,10.9465,0.171251,1652.7263
train,Normal-3120.png,Normal,47.3786,67.4072,142.5322,10.8741,0.277268,2293.4796
train,Normal-3121.png,Normal,31.14,54.313,141.6608,10.9226,0.15464,1634.3556
train,Normal-3122.png,Normal,45.0962,65.987,143.1512,10.8569,0.258811,2243.3916
train,Normal-3124.png,Normal,42.1454,63.5435,144.2482,10.8629,0.234528,2085.3483
train,Normal-3125.png,Normal,43.5012,63.9206,140.2771,10.8918,0.252033,2154.4794
train,Normal-3126.png,Normal,42.4307,63.7824,141.0941,10.8584,0.242425,1932.3726
train,Normal-3127.png,Normal,35.4739,57.9648,142.9572,10.9257,0.185926,1569.3592
train,Normal-3128.png,Normal,38.5776,61.4337,137.2502,10.9048,0.219024,2075.8319
train,Normal-313.png,Normal,38.6024,61.5462,137.59,10.894,0.2187,1893.5304
train,Normal-3130.png,Normal,44.6493,65.9919,141.3419,10.874,0.258879,2497.6685
train,Normal-3131.png,Normal,55.4455,71.7175,139.9465,10.8101,0.345645,2719.1314
train,Normal-3132.png,Normal,43.1652,64.5882,141.7206,10.8604,0.246865,2235.9598
train,Normal-3133.png,Normal,46.7412,66.8648,142.6027,10.8865,0.272212,2139.1005
train,Normal-3134.png,Normal,41.0486,63.2261,138.5264,10.8155,0.236731,2070.0293
train,Normal-3135.png,Normal,35.1726,58.3941,142.6907,10.8936,0.184215,2078.6226
train,Normal-3136.png,Normal,42.9968,64.8961,143.6874,10.9012,0.241709,2111.0248
train,Normal-3137.png,Normal,45.1064,66.8525,144.7257,10.8724,0.255758,2244.6983
train,Normal-3138.png,Normal,39.8812,62.2307,139.9117,10.8703,0.224819,2253.3071
train,Normal-3139.png,Normal,34.9731,57.811,139.618,10.9246,0.186866,2043.961
train,Normal-314.png,Normal,51.8534,70.8057,134.9303,10.7905,0.330779,2460.8324
train,Normal-3140.png,Normal,46.6901,67.5193,142.49,10.8281,0.27238,2391.1715
train,Normal-3141.png,Normal,41.475,63.4291,141.8972,10.8683,0.233588,2340.1829
train,Normal-3142.png,Normal,53.7064,70.4215,139.664,10.8407,0.332748,2220.3711
train,Normal-3143.png,Normal,40.9139,62.5592,140.699,10.918,0.231127,2078.4225
train,Normal-3144.png,Normal,50.802,69.6596,141.9192,10.8497,0.304818,2504.3255
train,Normal-3146.png,Normal,38.656,60.9164,143.1314,10.8714,0.210076,1720.8467
train,Normal-3147.png,Normal,40.5757,62.4733,140.7271,10.9172,0.228476,2271.4248
train,Normal-3148.png,Normal,49.1179,68.4846,138.1155,10.8364,0.300768,2291.4181
train,Normal-3149.png,Normal,42.5514,63.9302,138.9254,10.9122,0.247156,2019.2978
train,Normal-315.png,Normal,36.2612,59.0449,136.5423,10.9261,0.201687,2134.1849
train,Normal-3150.png,Normal,47.8732,68.0045,142.8375,10.8838,0.280321,2348.8369
train,Normal-3154.png,Normal,32.6183,54.9292,140.2284,10.9282,0.16775,1700.3424
train,Normal-3155.png,Normal,40.4797,61.843,140.0776,10.8953,0.229013,2182.2345
train,Normal-3157.png,Normal,41.6776,64.3637,140.842,10.8279,0.237279,2375.6433
train,Normal-3158.png,Normal,47.3401,67.681,140.4567,10.8528,0.281529,2324.1478
train,Normal-3159.png,Normal,37.5656,60.9991,143.8323,10.8413,0.200949,1988.5254
train,Normal-316.png,Normal,35.9172,59.0962,136.2625,10.9101,0.199494,2251.8306
train,Normal-3160.png,Normal,47.5321,67.5852,142.9302,10.8908,0.277502,2234.3138
train,Normal-3162.png,Normal,37.585,59.3231,141.6156,10.9107,0.20408,1894.4059
train,Normal-3164.png,Normal,46.3589,68.0392,142.7052,10.8781,0.269147,2275.9816
train,Normal-3166.png,Normal,40.9227,62.9242,140.7304,10.8727,0.231407,2087.2901
train,Normal-3167.png,Normal,38.3756,60.7809,142.1321,10.9066,0.209327,1762.4507
train,Normal-3169.png,Normal,46.3808,67.0831,141.4204,10.8557,0.272089,2233.7332
train,Normal-317.png,Normal,43.5761,65.0728,135.9513,10.8803,0.261418,2213.9672
train,Normal-3170.png,Normal,47.912,67.8091,142.2778,10.8882,0.281787,2094.8741
train,Normal-3172.png,Normal,39.9967,62.665,142.0125,10.8755,0.222067,1857.4799
train,Normal-3174.png,Normal,44.3234,65.2151,140.2891,10.8761,0.258453,2082.9428
train,Normal-3175.png,Normal,43.4564,64.0832,140.166,10.8772,0.251988,2068.8501
train,Normal-3176.png,Normal,53.1612,70.6309,141.0832,10.8507,0.324885,2188.1031
train,Normal-3177.png,Normal,36.1253,59.0729,143.387,10.9234,0.190255,1985.9749
train,Normal-3178.png,Normal,41.4637,63.4027,140.8826,10.8837,0.235232,2115.885
train,Normal-3179.png,Normal,43.9432,64.4487,140.4885,10.8356,0.255355,2298.5526
train,Normal-318.png,Normal,38.6041,61.2163,135.3081,10.8633,0.222917,2010.0561
train,Normal-3180.png,Normal,43.6813,65.5947,139.3989,10.8615,0.255333,2167.9609
train,Normal-3181.png,Normal,36.2585,59.0693,140.1462,10.9121,0.196128,2127.7586
train,Normal-3182.png,Normal,43.0273,63.821,141.51,10.8743,0.246127,2061.3695
train,Normal-3183.png,Normal,45.3968,66.0958,140.3514,10.8842,0.266574,2314.4575
train,Normal-3184.png,Normal,49.9849,70.3688,140.7046,10.8296,0.301484,2972.5308
train,Normal-3185.png,Normal,44.2427,65.6302,137.9365,10.8628,0.262682,2309.2505
train,Normal-3186.png,Normal,45.7081,66.8519,139.7211,10.8735,0.270355,2507.9879
train,Normal-3187.png,Normal,40.9144,62.8573,140.3221,10.8982,0.231921,2278.479
train,Normal-3188.png,Normal,40.9265,63.2305,139.6202,10.9141,0.233185,2419.4426
train,Normal-3189.png,Normal,47.8233,67.1553,141.5123,10.8574,0.282927,2377.0463
train,Normal-319.png,Normal,43.3115,65.7592,139.0361,10.8244,0.253386,2228.1103
train,Normal-3190.png,Normal,34.5585,57.0364,145.1239,10.9455,0.175982,1607.0053
train,Normal-3191.png,Normal,32.8388,55.6606,139.9719,10.9327,0.169763,1754.3662
train,Normal-3193.png,Normal,32.2755,54.6613,142.0617,10.9328,0.162761,1732.9334
train,Normal-3194.png,Normal,61.0977,75.9204,139.4508,10.7538,0.391181,2817.546
train,Normal-3195.png,Normal,40.318,63.3103,138.0511,10.9001,0.231362,1951.7729
train,Normal-3196.png,Normal,38.7909,61.0828,142.0663,10.887,0.212716,1943.4184
train,Normal-3198.png,Normal,53.8847,71.7893,140.1223,10.8208,0.33305,2662.2239
train,Normal-32.png,Normal,32.8651,55.9225,142.3271,10.9077,0.167079,1719.4936
train,Normal-320.png,Normal,46.1645,66.7603,134.8911,10.8683,0.284594,2071.659
train,Normal-3200.png,Normal,40.5032,63.2817,140.5764,10.8716,0.228454,2073.1243
train,Normal-3201.png,Normal,52.0498,70.4004,139.0945,10.7548,0.321764,2606.351
train,Normal-3202.png,Normal,52.4846,70.3175,137.2784,10.7888,0.329638,2921.7459
train,Normal-3203.png,Normal,30.892,53.8394,140.9468,10.956,0.153365,1666.218
train,Normal-3205.png,Normal,44.452,65.5793,140.5583,10.8324,0.259158,2341.859
train,Normal-3206.png,Normal,35.8614,58.8171,138.7552,10.9105,0.195166,2023.3013
train,Normal-3207.png,Normal,48.9278,68.2053,141.6635,10.8464,0.291104,2343.7658
train,Normal-3208.png,Normal,48.0698,68.4496,137.0176,10.8391,0.295064,2320.0244
train,Normal-3209.png,Normal,51.9669,69.4493,142.1993,10.8407,0.313084,2334.3657
train,Normal-321.png,Normal,29.5426,52.38,139.3899,10.9372,0.144842,1624.9608
train,Normal-3210.png,Normal,46.6282,67.1573,141.5836,10.8634,0.273599,2105.366
train,Normal-3211.png,Normal,39.7906,62.6774,142.6737,10.8804,0.21936,2278.226
train,Normal-3212.png,Normal,48.4869,68.3551,142.8497,10.8827,0.284952,2349.2283
train,Normal-3213.png,Normal,44.3366,65.3642,141.6798,10.8691,0.255847,2070.9023
train,Normal-3214.png,Normal,44.2795,65.925,140.2282,10.8402,0.258442,2218.3365
train,Normal-3216.png,Normal,43.7534,65.2499,145.2338,10.8789,0.244684,1954.6337
train,Normal-3219.png,Normal,40.012,61.9758,142.1647,10.9273,0.221619,2227.2911
train,Normal-3220.png,Normal,49.0492,68.564,142.5718,10.8256,0.290131,2216.4359
train,Normal-3222.png,Normal,47.7944,68.6734,138.8276,10.8644,0.288599,2291.765
train,Normal-3223.png,Normal,46.5094,67.357,139.8716,10.8758,0.276239,2544.5793
train,Normal-3224.png,Normal,43.6517,64.11,139.3482,10.8835,0.255075,2348.0618
train,Normal-3225.png,Normal,43.6874,65.2581,141.1027,10.8704,0.251988,2341.1431
train,Normal-3226.png,Normal,45.7968,66.4793,141.4856,10.852,0.267503,2064.304
train,Normal-3228.png,Normal,41.8268,64.3454,142.9308,10.8657,0.234438,1999.915
train,Normal-3229.png,Normal,47.9034,68.3539,144.1531,10.865,0.277883,2426.9788
train,Normal-323.png,Normal,35.518,58.5497,135.4209,10.9203,0.19757,1905.6076
train,Normal-3230.png,Normal,45.4356,67.2235,140.5515,10.8149,0.266854,2563.7849
train,Normal-3232.png,Normal,41.2324,63.0385,142.1272,10.9144,0.23106,2126.6466
train,Normal-3234.png,Normal,42.6995,64.767,141.7328,10.9064,0.243017,2237.6437
train,Normal-3235.png,Normal,53.1709,71.4415,139.5961,10.7974,0.32899,2465.0263
train,Normal-3236.png,Normal,51.2269,70.5168,141.4278,10.8444,0.309247,2445.7598
train,Normal-3238.png,Normal,36.4532,59.1636,144.4083,10.928,0.191228,1885.7897
train,Normal-3239.png,Normal,52.654,71.4915,138.667,10.8025,0.327312,3066.8914
train,Normal-324.png,Normal,32.1986,55.29,137.9843,10.9377,0.167347,1642.0371
train,Normal-3240.png,Normal,37.7754,60.5375,141.9587,10.8961,0.205087,2013.8243
train,Normal-3241.png,Normal,41.1881,62.9172,140.3843,10.9058,0.233879,2028.6881
train,Normal-3242.png,Normal,43.3453,64.1548,142.7867,10.8832,0.246105,2164.3445
train,Normal-3243.png,Normal,38.6833,61.3499,144.346,10.9173,0.208096,2058.9939
train,Normal-3244.png,Normal,36.384,58.6979,143.7538,10.92,0.191698,1993.5516
train,Normal-3245.png,Normal,41.0388,62.0731,140.1941,10.9106,0.23304,1816.5946
train,Normal-3246.png,Normal,47.628,66.8334,141.9988,10.8902,0.280209,2117.9858
train,Normal-3247.png,Normal,23.0232,43.0172,140.6879,10.9748,0.092885,1271.3065
train,Normal-3248.png,Normal,49.404,68.3909,140.9605,10.8501,0.296317,2320.0385
train,Normal-3249.png,Normal,35.7067,57.2377,139.7134,10.8799,0.192705,1688.2527
train,Normal-325.png,Normal,47.8866,68.4229,135.9838,10.8828,0.295791,2453.2274
train,Normal-3253.png,Normal,43.8507,64.8391,142.1762,10.8664,0.251194,1861.0525
train,Normal-3254.png,Normal,38.5483,61.4715,141.8994,10.9032,0.211038,2003.7535
train,Normal-3257.png,Normal,41.18,62.9054,142.9527,10.9323,0.229114,1763.9442
train,Normal-326.png,Normal,37.1656,60.1195,136.4573,10.9266,0.209025,1786.0193
train,Normal-3260.png,Normal,52.5828,71.7029,144.611,10.8275,0.312111,2545.1126
train,Normal-3262.png,Normal,57.6813,72.9722,138.9858,10.799,0.365734,2632.2851
train,Normal-3263.png,Normal,34.4515,56.9725,139.3083,10.9108,0.183342,1756.0435
train,Normal-3264.png,Normal,31.9467,55.0574,141.3411,10.9033,0.161329,1771.087
train,Normal-3265.png,Normal,54.2535,71.5873,139.9058,10.8455,0.336339,2863.4582
train,Normal-3266.png,Normal,36.24,59.1917,145.2489,10.8967,0.188633,1567.6362
train,Normal-3267.png,Normal,47.9018,67.7078,136.6498,10.8306,0.294639,2095.7939
train,Normal-3268.png,Normal,29.8739,52.0081,140.6439,10.9358,0.146005,1468.3392
train,Normal-3269.png,Normal,46.1112,67.3549,140.0193,10.86,0.272928,2392.2287
train,Normal-327.png,Normal,39.2574,62.2852,137.7802,10.8815,0.22361,2029.8707
train,Normal-3270.png,Normal,51.8299,70.3116,139.9494,10.8341,0.317513,2893.8258
train,Normal-3271.png,Normal,51.9134,68.6444,141.1148,10.8646,0.315153,1997.6987
train,Normal-3274.png,Normal,46.3478,67.2321,141.3956,10.8296,0.272033,2610.6942
train,Normal-3275.png,Normal,32.2141,55.1251,144.001,10.9181,0.160021,1667.183
train,Normal-3276.png,Normal,40.3926,62.4899,143.8581,10.9226,0.221687,2055.6584
train,Normal-3277.png,Normal,48.2256,68.8772,142.6651,10.8505,0.283543,2598.1622
train,Normal-3278.png,Normal,51.5922,68.2718,137.8593,10.8755,0.320645,2048.7614
train,Normal-3279.png,Normal,40.1654,62.1003,142.383,10.9053,0.222548,2132.4148
train,Normal-328.png,Normal,42.682,65.08,137.6348,10.8708,0.250948,2097.0473
train,Normal-3280.png,Normal,43.6249,64.7222,140.8524,10.8614,0.252044,2247.6556
train,Normal-3281.png,Normal,63.4071,75.561,141.4619,10.7379,0.402904,2589.1817
train,Normal-3282.png,Normal,40.8204,63.4042,139.036,10.8581,0.233756,2345.7038
train,Normal-3284.png,Normal,52.6991,70.4238,140.3236,10.8235,0.323363,2410.2445
train,Normal-3287.png,Normal,43.0386,65.0604,140.9378,10.8928,0.24719,2464.63
train,Normal-3288.png,Normal,57.521,73.116,141.8435,10.814,0.356461,2730.925
train,Normal-3289.png,Normal,41.5438,63.5897,141.0201,10.893,0.235545,2001.7034
train,Normal-329.png,Normal,38.326,61.2741,136.8421,10.8777,0.217906,2181.1044
train,Normal-3290.png,Normal,47.6007,67.0205,137.6142,10.8492,0.289918,2256.5795
train,Normal-3292.png,Normal,30.2498,52.9747,140.6329,10.9243,0.148992,1569.1177
train,Normal-3295.png,Normal,47.2288,68.4908,143.5311,10.8749,0.274046,2335.9611
train,Normal-3296.png,Normal,41.0426,63.5596,138.1277,10.8659,0.237123,2254.2774
train,Normal-3297.png,Normal,49.4615,69.5013,141.9935,10.8866,0.294225,2600.6294
train,Normal-3298.png,Normal,50.6255,70.3101,142.2435,10.8638,0.302648,2213.6766
train,Normal-3299.png,Normal,31.4607,54.4545,137.1607,10.9039,0.162817,1776.0979
train,Normal-33.png,Normal,49.4412,69.819,142.8905,10.8563,0.292234,2708.669
train,Normal-330.png,Normal,44.2528,65.9539,136.5506,10.8439,0.265769,2297.5162
train,Normal-3300.png,Normal,54.8531,71.5187,136.7291,10.7885,0.349884,2438.3754
train,Normal-3301.png,Normal,52.4265,70.686,140.6756,10.8427,0.320287,2564.7208
train,Normal-3302.png,Normal,43.7881,64.7846,139.3189,10.8568,0.256351,2070.7858
train,Normal-3303.png,Normal,42.6296,64.8944,143.3982,10.8981,0.239483,2208.0609
train,Normal-3304.png,Normal,42.6368,63.6828,141.7735,10.8898,0.242559,2047.4241
train,Normal-3305.png,Normal,47.5553,68.3979,141.376,10.8694,0.281104,2455.2327
train,Normal-3306.png,Normal,43.1974,64.6779,135.7414,10.9126,0.258632,2280.0274
train,Normal-3307.png,Normal,26.1942,48.0738,142.2629,10.956,0.11605,1429.6049
train,Normal-3308.png,Normal,45.8789,65.8456,141.6944,10.8638,0.267637,2218.419
train,Normal-3309.png,Normal,41.9006,63.5422,143.8131,10.8628,0.233454,2364.0579
train,Normal-3310.png,Normal,49.746,69.1603,135.9964,10.7915,0.311126,2416.1172
train,Normal-3311.png,Normal,46.1044,66.381,144.1902,10.8766,0.264248,2360.2708
train,Normal-3312.png,Normal,35.22,58.548,141.7696,10.9067,0.185792,1869.884
train,Normal-3313.png,Normal,36.5009,59.5801,137.5186,10.9016,0.202179,2121.5078
train,Normal-3314.png,Normal,49.6549,68.693,141.605,10.8126,0.296977,2373.8038
train,Normal-3315.png,Normal,46.724,66.9929,141.8356,10.88,0.273711,2128.5044
train,Normal-3316.png,Normal,56.816,72.782,137.5976,10.7565,0.363128,2723.4947
train,Normal-3319.png,Normal,44.4043,66.0011,145.129,10.878,0.249729,2359.6232
train,Normal-332.png,Normal,35.827,58.6798,136.3127,10.9146,0.198667,1935.5626
train,Normal-3320.png,Normal,46.4204,66.5275,142.448,10.8374,0.270366,2139.5526
train,Normal-3321.png,Normal,46.8436,67.347,138.4495,10.8469,0.2821,2166.7746
train,Normal-3322.png,Normal,40.7968,62.8782,141.3799,10.8838,0.229226,2032.7624
train,Normal-3323.png,Normal,31.191,54.2737,138.5998,10.9245,0.158734,1776.0321
train,Normal-3324.png,Normal,34.7616,57.0617,141.9429,10.9663,0.181676,1864.867
train,Normal-3325.png,Normal,41.8485,64.0257,142.4816,10.897,0.235221,2207.9578
train,Normal-3327.png,Normal,44.0584,66.2059,141.6828,10.9089,0.253487,2246.3736
train,Normal-3329.png,Normal,34.9598,58.4449,141.3339,10.9373,0.184226,2010.1479
train,Normal-333.png,Normal,45.6283,66.9007,136.7069,10.8798,0.27616,2303.4117
train,Normal-3330.png,Normal,32.8024,55.3915,140.2477,10.8934,0.169372,1670.0094
train,Normal-3331.png,Normal,38.0754,60.754,143.0343,10.8975,0.20568,2179.5557
train,Normal-3333.png,Normal,53.4045,71.4114,138.3401,10.8454,0.333811,2629.4156
train,Normal-3334.png,Normal,44.3406,65.6135,143.4972,10.8755,0.252335,2502.4389
train,Normal-3335.png,Normal,39.6058,62.1001,144.0244,10.9089,0.215579,2176.8717
train,Normal-3337.png,Normal,47.2723,67.4358,141.6666,10.8242,0.278565,2667.4447
train,Normal-3338.png,Normal,44.1453,65.6779,140.5938,10.9093,0.256283,2335.8569
train,Normal-3339.png,Normal,44.3665,65.3831,140.092,10.8744,0.259192,2473.496
train,Normal-334.png,Normal,43.4281,65.4632,134.7693,10.8261,0.26304,2227.4073
train,Normal-3340.png,Normal,42.2496,64.6875,143.1572,10.8655,0.237234,1993.3391
train,Normal-3343.png,Normal,36.3414,59.6279,143.2287,10.9223,0.192123,2116.3437
train,Normal-3345.png,Normal,45.8028,66.5892,143.7265,10.8716,0.262928,2333.1634
train,Normal-3347.png,Normal,51.9325,70.8407,140.7679,10.857,0.316182,2421.1486
train,Normal-3348.png,Normal,48.8056,67.2649,141.5331,10.8863,0.290243,2389.7114
train,Normal-3349.png,Normal,42.0541,64.0509,142.6381,10.8826,0.236586,2275.1067
train,Normal-335.png,Normal,39.395,62.2832,136.8717,10.8684,0.226396,1978.5896
train,Normal-3350.png,Normal,53.8719,72.1738,141.4196,10.8284,0.329605,2863.163
train,Normal-3352.png,Normal,45.1499,65.5494,140.5704,10.8655,0.264326,2384.6484
train,Normal-3353.png,Normal,41.0623,63.0222,141.1869,10.9093,0.231452,2165.3521
train,Normal-3354.png,Normal,42.5211,64.5922,141.1112,10.8799,0.242961,2253.6552
train,Normal-3355.png,Normal,42.3971,64.5663,140.7207,10.8721,0.242783,2326.2831
train,Normal-3356.png,Normal,49.2407,68.0742,141.9504,10.8223,0.292983,2200.0421
train,Normal-3357.png,Normal,45.6172,66.2954,142.1572,10.8128,0.264986,2285.2613
train,Normal-336.png,Normal,31.7023,54.565,138.243,10.914,0.163264,1569.2692
train,Normal-3360.png,Normal,40.6397,63.3313,143.8384,10.8922,0.223756,2218.4925
train,Normal-3361.png,Normal,52.8117,71.5823,138.813,10.8595,0.327871,2737.8555
train,Normal-3362.png,Normal,31.749,54.2538,143.0703,10.9709,0.157291,1667.9928
train,Normal-3363.png,Normal,38.9829,61.4927,143.5324,10.9043,0.211709,1896.6228
train,Normal-3364.png,Normal,50.247,69.7233,138.899,10.8771,0.307525,2586.6902
train,Normal-3365.png,Normal,46.7601,67.4517,143.2466,10.8994,0.270959,2563.5499
train,Normal-3366.png,Normal,50.3167,69.0524,139.0684,10.855,0.307782,2306.1545
train,Normal-3368.png,Normal,41.4332,63.1286,143.8239,10.8841,0.229796,2056.5196
train,Normal-3369.png,Normal,41.6933,63.2119,138.7944,10.8588,0.241015,2135.2461
train,Normal-337.png,Normal,34.5814,57.735,136.8743,10.9141,0.187895,1983.0942
train,Normal-3370.png,Normal,46.2565,67.5758,141.8928,10.8606,0.270131,2487.7571
train,Normal-3372.png,Normal,47.2214,67.4102,142.5378,10.8868,0.275992,2536.4998
train,Normal-3373.png,Normal,45.0471,64.9025,140.3425,10.8353,0.264169,2041.0427
train,Normal-3374.png,Normal,21.4975,39.9991,137.6868,10.9906,0.08293,1143.5856
train,Normal-3376.png,Normal,49.3042,68.3759,143.3508,10.8831,0.290041,2226.9959
train,Normal-3377.png,Normal,40.0867,62.5986,141.6393,10.9023,0.22323,2129.0453
train,Normal-3379.png,Normal,41.1063,64.3135,141.3255,10.8717,0.231765,2021.8414
train,Normal-338.png,Normal,35.3931,58.2498,136.6349,10.8813,0.19492,1771.9121
train,Normal-3381.png,Normal,48.1633,67.0862,142.6355,10.8905,0.282916,2070.51
train,Normal-3382.png,Normal,35.0031,58.1671,140.9976,10.8916,0.185322,1756.0034
train,Normal-3383.png,Normal,57.4847,73.6528,139.3903,10.7866,0.363117,2729.6262
train,Normal-3385.png,Normal,35.8604,58.798,136.6186,10.9138,0.198454,1763.6243
train,Normal-3386.png,Normal,51.9971,70.727,140.1528,10.8297,0.31833,2403.3522
train,Normal-3387.png,Normal,46.1493,67.0562,140.2664,10.8715,0.272637,2645.9978
train,Normal-3388.png,Normal,36.1738,58.4413,140.7923,10.8895,0.19464,1813.2907
train,Normal-3389.png,Normal,40.6598,62.5559,143.4461,10.8899,0.224584,1916.1564
train,Normal-339.png,Normal,35.3199,58.3674,137.361,10.9325,0.192895,1847.301
train,Normal-3390.png,Normal,46.3806,67.5382,140.6236,10.852,0.273778,2240.9783
train,Normal-3392.png,Normal,45.6759,66.0216,142.8093,10.8824,0.263733,2260.7791
train,Normal-3393.png,Normal,37.6246,60.5843,142.9132,10.8874,0.202515,1757.713
train,Normal-3394.png,Normal,46.7642,67.1239,142.4003,10.8624,0.272939,2205.8268
train,Normal-3395.png,Normal,41.7379,64.195,141.4912,10.8564,0.236396,2168.0497
train,Normal-3396.png,Normal,34.1353,57.3022,142.5604,10.9258,0.176318,1879.6236
train,Normal-3397.png,Normal,49.5753,68.8304,142.1655,10.8451,0.29493,2481.356
train,Normal-3398.png,Normal,58.1215,72.3022,140.8367,10.7493,0.364157,2460.1795
train,Normal-3400.png,Normal,49.3652,70.3811,142.5503,10.8707,0.292335,2425.0187
train,Normal-3402.png,Normal,40.6567,63.5307,144.2426,10.9205,0.22304,1995.4568
train,Normal-3403.png,Normal,46.6709,66.9647,141.5343,10.8601,0.274046,2312.2348
train,Normal-3404.png,Normal,51.2516,70.1083,142.5097,10.8669,0.306775,2848.132
train,Normal-3405.png,Normal,36.7461,59.2709,143.498,10.9076,0.194875,1623.3669
train,Normal-3406.png,Normal,36.4656,59.6139,141.7489,10.8662,0.195591,1832.4768
train,Normal-3407.png,Normal,39.6992,62.3383,146.4879,10.9288,0.212235,2010.4703
train,Normal-3408.png,Normal,53.9758,71.1281,142.3277,10.8266,0.328128,2602.9867
train,Normal-3409.png,Normal,39.2108,62.0282,143.2379,10.9139,0.213845,1879.9537
train,Normal-341.png,Normal,25.6192,46.7318,137.8125,10.9653,0.115524,1283.1649
train,Normal-3410.png,Normal,53.9805,71.7502,137.2111,10.7748,0.341719,2559.3624
train,Normal-3411.png,Normal,41.816,64.0761,137.3648,10.8949,0.244494,2186.3956
train,Normal-3412.png,Normal,59.2073,73.4781,135.1534,10.7619,0.389459,2554.667
train,Normal-3413.png,Normal,49.3963,69.2597,143.9487,10.8565,0.289572,2651.0314
